Year,Type,Country,Sex,Age,Fatal,month,specie,size
2006,Provoked,SOUTH AFRICA,M,,N,Nov,bull,chico
2006,Unprovoked,USA,M,joven,N,Oct,white,grande
2006,Unprovoked,USA,M,adolescente,N,Oct,,
2006,Unprovoked,USA,M,joven,N,Oct,,
2006,Unprovoked,USA,M,,N,Oct,,chico
2006,Unprovoked,USA,M,joven,N,Oct,,chico
2006,Unprovoked,BAHAMAS,F,adulto,N,Oct,,
2006,Unprovoked,GULF OF ADEN,,,Y,Oct,,
2006,Invalid,SOUTH AFRICA,M,adulto,N,Sep,,
2006,Unprovoked,USA,M,joven,N,Sep,,
2006,Provoked,USA,M,,N,Sep,nurse,
2006,Unprovoked,USA,M,adolescente,N,Sep,,
2006,Unprovoked,USA,M,mediana edad,N,Sep,spinner,
2006,Unprovoked,USA,M,mediana edad,N,Sep,,chico
2006,Invalid,AUSTRALIA,M,mediana edad,Y,Sep,,
2006,Unprovoked,BRAZIL,M,joven,Y,Sep,,
2006,Unprovoked,USA,M,adulto,N,Sep,,chico
2006,Unprovoked,USA,M,,N,Sep,,
2006,Unprovoked,SOUTH AFRICA,M,adulto,N,Sep,white,grande
2006,Unprovoked,USA,M,joven,N,Aug,,
2006,Unprovoked,AUSTRALIA,M,,N,Aug,bronze_whaler,mediano
2006,Unprovoked,REUNION,M,adulto,N,Aug,,
2006,Invalid,BRAZIL,M,adolescente,Y,Aug,,
2006,Invalid,BELIZE,M,adulto,Y,Aug,,
2006,Sea Disaster,ITALY,M,,,Aug,,
2006,Unprovoked,REUNION,M,adulto,Y,Aug,,
2006,Unprovoked,SOUTH AFRICA,M,,N,Aug,,grande
2006,Unprovoked,SOUTH AFRICA,M,joven,N,Aug,white,
2006,Unprovoked,USA,F,mediana edad,N,Aug,,
2006,Unprovoked,REUNION,M,,N,Aug,bull,chico
2006,Provoked,USA,,,N,Jul,,
2006,Unprovoked,USA,M,mediana edad,N,Jul,,
2006,Invalid,USA,M,,N,Jul,,
2006,Unprovoked,USA,M,adolescente,N,Jul,,
2006,Unprovoked,SOUTH AFRICA,M,joven,N,Jul,white,grande
2006,Unprovoked,USA,M,adolescente,N,Jul,,
2006,Unprovoked,USA,M,,N,Jul,bull,chico
2006,Invalid,AUSTRALIA,,,N,Jul,,
2006,Unprovoked,USA,M,mediana edad,N,Jul,,chico
2006,Invalid,SPAIN,F,niño,N,Jul,,
2006,Unprovoked,USA,F,joven,N,Jul,,
2006,Unprovoked,BRAZIL,M,,Y,Jul,,
2006,Unprovoked,USA,M,mediana edad,N,Jul,,
2006,Unprovoked,USA,M,niño,N,Jul,,
2006,Unprovoked,USA,F,adolescente,N,Jul,,chico
2006,Unprovoked,USA,M,adolescente,N,Jul,,
2006,Unprovoked,USA,F,adulto,N,Jun,,mediano
2006,Unprovoked,USA,M,adulto,N,Jun,,mediano
2006,Unprovoked,USA,F,niño,N,Jun,,
2006,Provoked,USA,M,,N,Jun,,
2006,Unprovoked,BAHAMAS,M,adulto,N,Jun,,
2006,Unprovoked,USA,F,joven,N,Jun,,chico
2006,Unprovoked,BRAZIL,M,adulto,Y,Jun,,
2006,Unprovoked,USA,M,mediana edad,N,Jun,,
2006,Unprovoked,USA,M,joven,N,Jun,,chico
2006,Unprovoked,USA,F,niño,N,Jun,,chico
2006,Unprovoked,AUSTRALIA,M,mediana edad,N,Jun,white,grande
2006,Unprovoked,USA,M,adulto,N,May,tiger,mediano
2006,Provoked,USA,,,N,May,,grande
2006,Unprovoked,USA,M,adulto,N,May,,
2006,Provoked,USA,M,adolescente,N,May,,chico
2006,Unprovoked,BRAZIL,M,adulto,N,May,,
2006,Unprovoked,USA,F,,N,May,tiger,grande
2006,Unprovoked,USA,M,,N,May,,
2006,Unprovoked,USA,F,,N,May,,
2006,Provoked,AUSTRALIA,M,mediana edad,N,May,wobbegong,mediano
2006,Invalid,USA,M,,Y,Apr,,
2006,Unprovoked,USA,M,mediana edad,N,Apr,,
2006,Unprovoked,USA,F,adolescente,N,Apr,,
2006,Provoked,USA,M,adulto,N,Apr,,chico
2006,Unprovoked,AUSTRALIA,M,adolescente,N,Apr,,
2006,Unprovoked,SOUTH AFRICA,M,adolescente,N,Apr,raggedoth,mediano
2006,Unprovoked,BRAZIL,M,adulto,N,Apr,tiger,
2006,Unprovoked,USA,M,niño,N,Apr,,
2006,Unprovoked,Sierra Leone,M,,Y,Mar,,grande
2006,Unprovoked,USA,F,adulto,N,Mar,tiger,grande
2006,Invalid,SOUTH AFRICA,M,adolescente,Y,Mar,,
2006,Unprovoked,FIJI,M,joven,N,Mar,tiger,chico
2006,Unprovoked,AUSTRALIA,M,adolescente,N,Mar,bronze_whaler,mediano
2006,Unprovoked,USA,F,adolescente,N,Feb,,chico
2006,Invalid,USA,M,mediana edad,Y,Feb,,
2006,Unprovoked,AUSTRALIA,M,joven,N,Feb,,
2006,Unprovoked,AUSTRALIA,M,,N,Feb,,
2006,Boating,AUSTRALIA,M,,N,Feb,white,grande
2006,Unprovoked,SOUTH AFRICA,M,adolescente,N,Feb,raggedoth,
2006,Unprovoked,TONGA,F,joven,Y,Feb,tiger,
2006,Boating,USA,M,mediana edad,N,Feb,,grande
2006,Boating,ATLANTIC OCEAN,M,,N,Jan,,grande
2006,Unprovoked,SOUTH AFRICA,M,adulto,N,Jan,,
2006,Boating,ATLANTIC OCEAN,F,,N,Jan,,
2006,Unprovoked,USA,M,,N,Jan,,
2006,Unprovoked,AUSTRALIA,M,mediana edad,N,Jan,white,grande
2006,Invalid,BAHAMAS,M,,N,Jan,,
2006,Unprovoked,AUSTRALIA,F,joven,Y,Jan,bull,
2006,Unprovoked,USA,M,joven,N,Jan,,chico
2006,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Jan,,chico
2005,Unprovoked,USA,M,adulto,N,Dec,white,
2005,Unprovoked,USA,M,adulto,N,Dec,tiger,
2005,Boating,ATLANTIC OCEAN,,,N,Dec,,grande
2005,Unprovoked,AUSTRALIA,M,mediana edad,N,Dec,,
2005,Boating,AUSTRALIA,,,N,Dec,white,grande
2005,Unprovoked,USA,M,,N,Nov,,
2005,Unprovoked,USA,M,joven,N,Nov,,chico
2005,Boating,AUSTRALIA,,,N,Nov,white,grande
2005,Unprovoked,AUSTRALIA,M,joven,N,Nov,,mediano
2005,Unprovoked,SOUTH AFRICA,M,adulto,N,Nov,,
2005,Unprovoked,NEW CALEDONIA,,,N,Nov,,
2005,Unprovoked,USA,M,,N,Nov,,chico
2005,Unprovoked,USA,M,adolescente,N,Nov,,
2005,Boating,NEW CALEDONIA,,,N,Nov,white,grande
2005,Provoked,SOUTH AFRICA,M,adulto,N,Nov,raggedoth,mediano
2005,Unprovoked,USA,M,joven,N,Nov,,mediano
2005,Unprovoked,USA,M,adulto,N,Nov,,
2005,Unprovoked,USA,M,adulto,N,Nov,white,grande
2005,Unprovoked,USA,M,adolescente,N,Oct,,chico
2005,Unprovoked,ST. MAARTIN,M,mediana edad,N,Oct,,chico
2005,Unprovoked,SOUTH AFRICA,M,joven,N,Oct,,grande
2005,Unprovoked,USA,M,adulto,N,Oct,white,
2005,Unprovoked,USA,F,joven,N,Oct,white,grande
2005,Provoked,USA,M,adolescente,N,Oct,,
2005,Unprovoked,USA,M,joven,N,Oct,,grande
2005,Unprovoked,GRAND CAYMAN,F,mediana edad,N,Oct,,
2005,Unprovoked,USA,M,mediana edad,N,Oct,,
2005,Unprovoked,BAHAMAS,M,adulto,N,Oct,,
2005,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Oct,white,
2005,Unprovoked,AUSTRALIA,M,adulto,N,Sep,tiger,grande
2005,Unprovoked,AUSTRALIA,M,adulto,N,Sep,white,grande
2005,Unprovoked,AUSTRALIA,M,mediana edad,N,Sep,bronze_whaler,
2005,Invalid,USA,M,,N,Sep,,
2005,Unprovoked,USA,F,tercera edad,N,Sep,,chico
2005,Unprovoked,USA,M,joven,Y,Sep,,
2005,Unprovoked,AUSTRALIA,M,adolescente,N,Sep,,
2005,Unprovoked,USA,F,joven,N,Sep,bull,
2005,Unprovoked,AUSTRALIA,M,mediana edad,N,Sep,white,grande
2005,Unprovoked,USA,M,mediana edad,N,Sep,,
2005,Provoked,THAILAND,M,joven,Y,Sep,,mediano
2005,Unprovoked,AUSTRALIA,M,joven,Y,Aug,white,
2005,Unprovoked,USA,M,adulto,N,Aug,,
2005,Invalid,USA,M,adolescente,N,Aug,,
2005,Unprovoked,USA,M,niño,N,Aug,,
2005,Unprovoked,USA,M,adolescente,N,Aug,,
2005,Invalid,SOUTH AFRICA,,,N,Aug,,
2005,Unprovoked,USA,M,adolescente,N,Aug,,mediano
2005,Unprovoked,USA,M,adolescente,N,Aug,,
2005,Invalid,Seychelles,M,,Y,Aug,bull,
2005,Unprovoked,USA,F,adolescente,N,Jul,,
2005,Unprovoked,USA,M,mediana edad,N,Jul,,
2005,Invalid,USA,M,adulto,N,Jul,,
2005,Invalid,LIBERIA,M,,Y,Jul,,
2005,Provoked,CHINA,M,joven,N,Jul,,grande
2005,Invalid,AUSTRALIA,,,N,Jul,,
2005,Unprovoked,USA,M,joven,N,Jul,,chico
2005,Unprovoked,USA,F,adolescente,N,Jul,,chico
2005,Unprovoked,USA,M,joven,N,Jul,,
2005,Unprovoked,USA,M,adolescente,N,Jun,bull,
2005,Unprovoked,USA,F,adolescente,Y,Jun,bull,mediano
2005,Unprovoked,VANUATU,F,niño,Y,Jun,,mediano
2005,Unprovoked,MEXICO,M,,N,Jun,,
2005,Invalid,USA,M,mediana edad,N,Jun,,
2005,Unprovoked,USA,M,joven,N,Jun,,
2005,Unprovoked,SOUTH KOREA,F,adulto,N,Jun,white,grande
2005,Unprovoked,USA,F,niño,N,Jun,,
2005,Invalid,USA,M,adolescente,N,Jun,,mediano
2005,Unprovoked,SOUTH AFRICA,M,joven,Y,Jun,white,
2005,Unprovoked,USA,M,niño,N,Jun,,
2005,Unprovoked,USA,M,adulto,N,May,,
2005,Unprovoked,USA,F,,N,May,,
2005,Unprovoked,SOUTH AFRICA,M,adulto,N,May,raggedoth,
2005,Unprovoked,AUSTRALIA,M,,N,May,blacktip,
2005,Unprovoked,USA,,,N,May,tiger,mediano
2005,Unprovoked,MADAGASCAR,M,,N,May,,mediano
2005,Sea Disaster,USA,M,,N,May,,
2005,Unprovoked,USA,M,mediana edad,N,May,tiger,grande
2005,Provoked,AUSTRALIA,M,adulto,N,Apr,mako,chico
2005,Unprovoked,AUSTRALIA,,,N,Apr,,
2005,Unprovoked,AUSTRALIA,M,joven,N,Apr,,mediano
2005,Unprovoked,AUSTRALIA,M,mediana edad,N,Apr,bronze_whaler,
2005,Unprovoked,USA,F,tercera edad,N,Apr,blacktip,mediano
2005,Invalid,USA,M,mediana edad,N,Apr,,
2005,Unprovoked,USA,M,adulto,N,Apr,,
2005,Unprovoked,USA,F,,N,Apr,,
2005,Invalid,HONDURAS,F,,N,Apr,,
2005,Unprovoked,SOUTH AFRICA,M,adulto,N,Mar,,grande
2005,Unprovoked,AUSTRALIA,M,,N,Mar,,
2005,Unprovoked,VENEZUELA,M,,N,Mar,,
2005,Unprovoked,AUSTRALIA,M,adulto,Y,Mar,white,grande
2005,Provoked,USA,M,mediana edad,N,Mar,sandtiger,mediano
2005,Invalid,SOUTH AFRICA,M,mediana edad,N,Mar,tiger,mediano
2005,Provoked,NEW ZEALAND,M,,N,Mar,bronze_whaler,grande
2005,Unprovoked,SOLOMON ISLANDS,M,,N,Mar,,
2005,Unprovoked,AUSTRALIA,M,joven,N,Feb,bull,
2005,Provoked,USA,M,,N,Feb,nurse,chico
2005,Unprovoked,USA,M,,N,Feb,tiger,mediano
2005,Unprovoked,USA,M,,N,Feb,,mediano
2005,Unprovoked,BRAZIL,M,adolescente,N,Feb,,
2005,Unprovoked,CUBA,M,joven,N,Jan,,grande
2005,Provoked,AUSTRALIA,M,,N,Jan,,grande
2005,Provoked,AUSTRALIA,,,N,Jan,bronze_whaler,mediano
2005,Unprovoked,NEW ZEALAND,M,adulto,N,Jan,white,
2004,Invalid,SRI LANKA,F,niño,N,Dec,,
2004,Unprovoked,AUSTRALIA,M,joven,Y,Dec,,grande
2004,Unprovoked,AUSTRALIA,M,adulto,Y,Dec,bull,
2004,Unprovoked,SOUTH AFRICA,M,joven,N,Nov,raggedoth,
2004,Unprovoked,SOUTH AFRICA,M,adolescente,N,Nov,raggedoth,
2004,Unprovoked,SOUTH AFRICA,F,tercera edad,Y,Nov,white,grande
2004,Unprovoked,USA,,adulto,N,Nov,white,grande
2004,Unprovoked,VANUATU,M,,N,Nov,,
2004,Unprovoked,NEW CALEDONIA,,,N,Nov,,grande
2004,Unprovoked,CUBA,M,mediana edad,N,Oct,bull,mediano
2004,Invalid,NEW ZEALAND,,,N,Oct,white,grande
2004,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Oct,white,mediano
2004,Unprovoked,AUSTRALIA,M,mediana edad,N,Oct,bronze_whaler,mediano
2004,Unprovoked,USA,M,,N,Oct,white,mediano
2004,Unprovoked,USA,M,adulto,N,Oct,tiger,mediano
2004,Unprovoked,SOUTH AFRICA,M,adulto,N,Oct,raggedoth,mediano
2004,Unprovoked,REUNION,M,adolescente,N,Oct,,mediano
2004,Unprovoked,USA,M,adolescente,N,Oct,,
2004,Unprovoked,USA,M,mediana edad,N,Oct,,
2004,Boating,AUSTRALIA,,,N,Sep,tiger,grande
2004,Unprovoked,USA,M,adulto,N,Sep,white,
2004,Invalid,USA,M,,N,Sep,,
2004,Unprovoked,BRAZIL,,,Y,Sep,,
2004,Unprovoked,USA,F,adolescente,N,Sep,,mediano
2004,Unprovoked,USA,F,adulto,N,Aug,,
2004,Unprovoked,BRAZIL,M,joven,N,Aug,tiger,chico
2004,Unprovoked,USA,M,,N,Aug,white,chico
2004,Unprovoked,USA,M,mediana edad,Y,Aug,white,grande
2004,Unprovoked,USA,M,mediana edad,N,Aug,,chico
2004,Unprovoked,AUSTRALIA,M,adulto,N,Aug,,
2004,Boating,SOUTH AFRICA,,,N,Aug,white,grande
2004,Unprovoked,USA,F,joven,N,Jul,,
2004,Unprovoked,RUSSIA,M,,N,Jul,white,
2004,Unprovoked,USA,F,adulto,N,Jul,,
2004,Unprovoked,USA,F,adolescente,N,Jul,,mediano
2004,Unprovoked,USA,F,joven,N,Jul,,chico
2004,Unprovoked,USA,M,niño,N,Jul,bull,
2004,Boating,AUSTRALIA,,,N,Jul,white,grande
2004,Unprovoked,JAPAN,M,mediana edad,N,Jul,,grande
2004,Unprovoked,AUSTRALIA,M,adulto,Y,Jul,,grande
2004,Unprovoked,EGYPT,F,,N,Jul,,
2004,Unprovoked,USA,M,mediana edad,N,Jun,,mediano
2004,Unprovoked,USA,M,niño,N,Jul,,chico
2004,Invalid,AUSTRALIA,M,,N,Jun,,
2004,Unprovoked,USA,F,,N,Jun,,
2004,Unprovoked,AUSTRALIA,M,adolescente,N,Jun,bronze_whaler,mediano
2004,Unprovoked,USA,M,niño,N,Jun,,chico
2004,Unprovoked,SOUTH AFRICA,M,joven,Y,Jun,white,
2004,Unprovoked,USA,M,adolescente,N,May,,chico
2004,Unprovoked,USA,M,mediana edad,N,May,,mediano
2004,Unprovoked,BRAZIL,M,adolescente,N,May,bull,
2004,Unprovoked,USA,M,niño,N,May,,
2004,Invalid,USA,M,niño,N,May,,
2004,Unprovoked,USA,F,niño,N,May,,
2004,Unprovoked,BRAZIL,F,joven,N,May,,
2004,Provoked,BAHAMAS,M,mediana edad,N,May,,grande
2004,Unprovoked,USA,M,adulto,N,May,mako,mediano
2004,Unprovoked,BRAZIL,M,joven,Y,May,,
2004,Unprovoked,AUSTRALIA,M,,N,Apr,,chico
2004,Boating,NEW ZEALAND,,,N,Apr,white,grande
2004,Unprovoked,TONGA,M,,Y,Apr,,
2004,Invalid,TONGA,M,,Y,Apr,,
2004,Unprovoked,USA,M,mediana edad,Y,Apr,tiger,
2004,Unprovoked,SOUTH AFRICA,M,adolescente,N,Apr,white,grande
2004,Invalid,USA,F,joven,Y,Apr,,
2004,Unprovoked,USA,M,adulto,N,Mar,,
2004,Unprovoked,USA,M,joven,N,Mar,bull,chico
2004,Unprovoked,BRAZIL,M,joven,N,Mar,bull,
2004,Unprovoked,USA,M,,N,Mar,bull,
2004,Unprovoked,REUNION,M,joven,N,Mar,,mediano
2004,Unprovoked,USA,M,mediana edad,N,Mar,,
2004,Unprovoked,USA,F,,N,Mar,,mediano
2004,Unprovoked,NEW ZEALAND,M,,N,Mar,bronze_whaler,
2004,Unprovoked,USA,M,mediana edad,N,Mar,tiger,mediano
2004,Unprovoked,AUSTRALIA,M,mediana edad,N,Mar,bronze_whaler,chico
2004,Unprovoked,BRAZIL,M,adulto,Y,Feb,,
2004,Unprovoked,NEW ZEALAND,M,adolescente,N,Feb,,mediano
2004,Unprovoked,AUSTRALIA,M,,N,Feb,,
2004,Invalid,AUSTRALIA,M,adulto,N,Feb,,
2004,Unprovoked,EGYPT,M,,Y,Feb,,
2004,Unprovoked,AUSTRALIA,M,joven,N,Feb,,
2004,Unprovoked,AUSTRALIA,M,mediana edad,N,Jan,white,grande
2004,Unprovoked,URUGUAY,M,joven,N,Jan,,mediano
2004,Invalid,NEW ZEALAND,M,,N,Jan,,
2004,Unprovoked,VENEZUELA,M,,N,Jan,,chico
2004,Unprovoked,VENEZUELA,M,mediana edad,N,Jan,,
2004,Boating,SOUTH AFRICA,M,,N,Jan,mako,grande
2004,Unprovoked,AUSTRALIA,M,,N,Jan,raggedoth,grande
2004,Unprovoked,SOUTH AFRICA,M,joven,N,Jan,raggedoth,
2004,Invalid,NEW ZEALAND,M,,N,Jan,,
2004,Sea Disaster,EGYPT,,,Y,Jan,,
2004,Unprovoked,AUSTRALIA,M,,N,,,
2003,Boating,SOUTH AFRICA,,,N,Dec,,
2003,Invalid,USA,M,adulto,N,Dec,,
2003,Unprovoked,USA,M,adolescente,N,Dec,,
2003,Unprovoked,NEW ZEALAND,M,mediana edad,Y,Dec,,
2003,Unprovoked,AUSTRALIA,M,adulto,N,Dec,,
2003,Unprovoked,AUSTRALIA,M,,N,Nov,wobbegong,chico
2003,Unprovoked,AUSTRALIA,M,,N,Nov,wobbegong,chico
2003,Unprovoked,SOUTH AFRICA,M,joven,Y,Nov,,grande
2003,Unprovoked,USA,F,adulto,N,Nov,,chico
2003,Unprovoked,INDIA,M,adulto,N,Nov,,
2003,Unprovoked,USA,M,joven,N,Nov,,
2003,Unprovoked,EGYPT,M,,N,Nov,,
2003,Unprovoked,SOUTH AFRICA,,,N,Nov,white,
2003,Unprovoked,AUSTRALIA,M,,N,Nov,,
2003,Provoked,PANAMA,M,,N,Nov,,chico
2003,Unprovoked,USA,M,joven,N,Oct,,chico
2003,Unprovoked,AUSTRALIA,M,joven,N,Oct,,chico
2003,Unprovoked,USA,F,adolescente,N,Oct,tiger,grande
2003,Unprovoked,USA,M,mediana edad,N,Oct,,
2003,Invalid,USA,M,mediana edad,N,Oct,,
2003,Unprovoked,USA,M,joven,N,Oct,,chico
2003,Invalid,USA,M,,Y,Oct,,
2003,Unprovoked,USA,F,,N,Oct,,
2003,Unprovoked,USA,M,joven,N,Oct,,
2003,Provoked,USA,M,adulto,N,Oct,,
2003,Unprovoked,USA,M,mediana edad,N,Oct,,
2003,Unprovoked,USA,F,mediana edad,N,Oct,,chico
2003,Unprovoked,FIJI,M,mediana edad,Y,Sep,,
2003,Unprovoked,USA,M,adolescente,N,Sep,,
2003,Unprovoked,USA,M,joven,N,Sep,,
2003,Unprovoked,USA,M,joven,N,Sep,,
2003,Unprovoked,USA,M,adolescente,N,Sep,,
2003,Unprovoked,USA,M,adulto,N,Sep,,chico
2003,Boating,SOUTH AFRICA,,,N,Sep,,mediano
2003,Invalid,USA,F,,N,Sep,,
2003,Unprovoked,USA,M,joven,N,Sep,,mediano
2003,Unprovoked,USA,M,adolescente,N,Sep,,mediano
2003,Unprovoked,SOUTH AFRICA,M,joven,Y,Sep,white,
2003,Unprovoked,USA,M,,N,Sep,,
2003,Provoked,USA,M,,N,Aug,bull,chico
2003,Unprovoked,USA,F,mediana edad,Y,Aug,white,grande
2003,Invalid,USA,M,adulto,N,Aug,,
2003,Unprovoked,SOUTH AFRICA,M,adolescente,N,Aug,white,grande
2003,Unprovoked,AUSTRALIA,M,adulto,N,Jul,,
2003,Unprovoked,USA,M,joven,N,Jul,,
2003,Unprovoked,USA,F,adolescente,N,Jul,,
2003,Unprovoked,BAHAMAS,M,mediana edad,N,Jul,,
2003,Provoked,USA,M,niño,N,Jul,,chico
2003,Unprovoked,USA,M,joven,N,Jul,,chico
2003,Unprovoked,BAHAMAS,M,adulto,N,Jul,bull,mediano
2003,Unprovoked,USA,M,,N,Jul,,mediano
2003,Unprovoked,FRENCH POLYNESIA,M,,N,Jul,,
2003,Unprovoked,NEW ZEALAND,M,,N,Jul,,
2003,Unprovoked,USA,M,adolescente,N,Jun,,
2003,Unprovoked,USA,M,adolescente,N,Jun,,chico
2003,Unprovoked,BRAZIL,M,,Y,Jun,,
2003,Unprovoked,USA,F,adolescente,N,Jun,,
2003,Unprovoked,USA,M,mediana edad,N,Jun,,grande
2003,Unprovoked,USA,M,mediana edad,N,Jun,,
2003,Unprovoked,USA,M,adulto,N,Jun,,
2003,Unprovoked,USA,,adolescente,N,Jun,,
2003,Invalid,USA,F,joven,N,Jun,,
2003,Unprovoked,USA,M,joven,N,May,,
2003,Unprovoked,USA,M,joven,N,May,,chico
2003,Unprovoked,USA,M,joven,N,May,,mediano
2003,Provoked,USA,M,adulto,N,May,,chico
2003,Unprovoked,USA,F,niño,N,May,,
2003,Unprovoked,PHILIPPINES,,,N,May,white,
2003,Provoked,BRAZIL,M,,N,Apr,,
2003,Unprovoked,BRAZIL,M,adolescente,N,Apr,,
2003,Unprovoked,BRAZIL,M,adolescente,N,Apr,bull,
2003,Unprovoked,BRAZIL,M,niño,N,Apr,,
2003,Unprovoked,USA,M,adulto,N,Apr,,
2003,Unprovoked,USA,M,adolescente,N,Apr,,
2003,Unprovoked,USA,M,adulto,N,Apr,,
2003,Unprovoked,USA,M,joven,N,Apr,,chico
2003,Unprovoked,USA,M,joven,N,Apr,,
2003,Unprovoked,USA,M,niño,N,Apr,,
2003,Unprovoked,USA,M,adolescente,N,Apr,,
2003,Unprovoked,USA,M,joven,N,Apr,,
2003,Unprovoked,VENEZUELA,M,adulto,N,Apr,mako,grande
2003,Unprovoked,USA,M,,N,Apr,,
2003,Unprovoked,USA,M,mediana edad,N,Apr,,chico
2003,Provoked,USA,F,,N,Mar,,chico
2003,Unprovoked,NEW ZEALAND,M,mediana edad,N,Feb,white,mediano
2003,Unprovoked,AUSTRALIA,M,adulto,N,Feb,,
2003,Unprovoked,USA,M,mediana edad,N,Feb,,
2003,Unprovoked,AUSTRALIA,M,joven,N,Feb,,mediano
2003,Unprovoked,AUSTRALIA,M,tercera edad,Y,Feb,,mediano
2003,Invalid,SOUTH AFRICA,M,adolescente,Y,Jan,,
2003,Unprovoked,COSTA RICA,M,,N,Jan,bull,mediano
2003,Unprovoked,AUSTRALIA,F,,N,Jan,bronze_whaler,mediano
2002,Unprovoked,AUSTRALIA,F,joven,N,Dec,,
2002,Unprovoked,SOUTH AFRICA,M,adulto,N,Dec,,grande
2002,Unprovoked,AUSTRALIA,M,adulto,N,Dec,wobbegong,chico
2002,Invalid,AUSTRALIA,M,niño,N,Dec,,
2002,Unprovoked,AUSTRALIA,M,joven,Y,Dec,bull,
2002,Unprovoked,BRAZIL,M,joven,Y,Dec,,
2002,Unprovoked,MICRONESIA,M,,N,Nov,blacktip,
2002,Unprovoked,USA,M,mediana edad,N,Nov,white,grande
2002,Unprovoked,USA,F,adulto,N,Nov,,mediano
2002,Unprovoked,TURKS & CAICOS,F,mediana edad,N,Nov,,mediano
2002,Unprovoked,USA,M,joven,N,Nov,,mediano
2002,Unprovoked,USA,M,adolescente,N,Nov,,chico
2002,Unprovoked,FRENCH POLYNESIA,M,mediana edad,N,Nov,,
2002,Unprovoked,USA,F,mediana edad,N,Oct,,
2002,Unprovoked,BRAZIL,M,adulto,Y,Oct,,
2002,Unprovoked,USA,M,joven,N,Oct,,
2002,Unprovoked,USA,M,adolescente,N,Oct,,
2002,Unprovoked,USA,M,adulto,N,Oct,,chico
2002,Unprovoked,USA,M,joven,N,Oct,,chico
2002,Unprovoked,USA,M,mediana edad,N,Sep,,chico
2002,Unprovoked,USA,M,adulto,N,Sep,,
2002,Unprovoked,USA,M,mediana edad,N,Sep,blacktip,chico
2002,Provoked,USA,M,,N,Sep,blacktip,mediano
2002,Provoked,TONGA,M,,N,Sep,,chico
2002,Unprovoked,USA,M,joven,N,Sep,,mediano
2002,Unprovoked,USA,M,adulto,N,Sep,,grande
2002,Unprovoked,BRAZIL,M,joven,N,Sep,,
2002,Unprovoked,USA,,,N,Sep,,
2002,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Sep,white,
2002,Unprovoked,USA,M,joven,N,Sep,,chico
2002,Provoked,USA,M,adulto,N,Sep,,chico
2002,Unprovoked,USA,M,adolescente,N,Aug,tiger,mediano
2002,Unprovoked,USA,F,adulto,N,Aug,,
2002,Unprovoked,USA,M,adulto,N,Aug,,chico
2002,Unprovoked,USA,M,adolescente,N,Aug,nurse,chico
2002,Unprovoked,USA,M,adolescente,N,Aug,,
2002,Provoked,UNITED KINGDOM,M,adulto,N,Aug,sandtiger,grande
2002,Unprovoked,USA,M,adolescente,N,Aug,,chico
2002,Unprovoked,USA,M,adolescente,N,Jul,,chico
2002,Unprovoked,USA,F,adolescente,N,Jul,bull,mediano
2002,Provoked,USA,M,joven,N,Jul,,
2002,Provoked,USA,M,mediana edad,Y,Jul,,
2002,Unprovoked,BRAZIL,M,joven,N,Jul,,
2002,Unprovoked,USA,F,niño,N,Jul,,chico
2002,Unprovoked,AUSTRALIA,M,adulto,N,Jun,,
2002,Unprovoked,USA,F,niño,N,Jun,,
2002,Invalid,INDONESIA,,,Y,Jun,,
2002,Unprovoked,PAPUA NEW GUINEA,,,N,Jun,,
2002,Unprovoked,PAPUA NEW GUINEA,,,Y,Jun,,
2002,Unprovoked,USA,,,N,Jun,tiger,mediano
2002,Unprovoked,USA,M,adulto,N,Jun,,chico
2002,Unprovoked,USA,M,mediana edad,N,Jun,,
2002,Unprovoked,USA,M,niño,N,Jun,,
2002,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Jun,,mediano
2002,Unprovoked,USA,M,joven,N,May,white,grande
2002,Unprovoked,USA,M,adolescente,N,May,,chico
2002,Provoked,USA,M,mediana edad,N,May,blacktip,chico
2002,Unprovoked,USA,M,adulto,N,May,,
2002,Unprovoked,COSTA RICA,M,,N,May,bull,mediano
2002,Unprovoked,PAPUA NEW GUINEA,M,adolescente,N,May,,
2002,Unprovoked,USA,M,adulto,N,May,,mediano
2002,Unprovoked,BRAZIL,M,mediana edad,N,May,,
2002,Provoked,AUSTRALIA,M,joven,N,May,,
2002,Unprovoked,AUSTRALIA,M,joven,Y,Apr,white,grande
2002,Invalid,AUSTRALIA,M,mediana edad,Y,Apr,,
2002,Unprovoked,USA,M,adulto,N,Apr,,chico
2002,Unprovoked,USA,M,adulto,N,Apr,,
2002,Unprovoked,AUSTRALIA,M,mediana edad,N,Apr,,
2002,Unprovoked,BAHAMAS,M,mediana edad,N,Apr,,
2002,Unprovoked,USA,M,mediana edad,N,Apr,,chico
2002,Unprovoked,USA,M,adulto,N,Apr,,chico
2002,Unprovoked,USA,M,adolescente,N,Mar,tiger,
2002,Unprovoked,USA,F,niño,N,Mar,,
2002,Unprovoked,BRAZIL,M,adolescente,Y,Mar,,
2002,Unprovoked,USA,M,joven,N,Mar,,chico
