Year,Type,Country,Sex,Age,Fatal,month,specie,size
2016,Unprovoked,Fiji,M,mediana edad,Y,Mar,,
2016,Unprovoked,USA,M,adolescente,N,Mar,,
2016,Unprovoked,AUSTRALIA,M,,N,Mar,bronze_whaler,
2016,Unprovoked,BRAZIL,M,mediana edad,N,Mar,sandtiger,
2016,Unprovoked,NEW CALEDONIA,M,joven,N,Feb,,
2016,Unprovoked,NEW CALEDONIA,M,adulto,N,Feb,,
2016,Unprovoked,DOMINICAN REPUBLIC,F,,N,Feb,,
2016,Unprovoked,CAYMAN ISLANDS,M,tercera edad,N,Feb,,
2016,Unprovoked,AUSTRALIA,M,,N,Feb,,grande
2016,Unprovoked,AUSTRALIA,F,mediana edad,N,Feb,,
2016,Unprovoked,AUSTRALIA,M,mediana edad,N,Feb,,
2016,Boating,SOUTH AFRICA,M,,N,Jan,,
2016,Unprovoked,USA,M,,N,Jan,reef,chico
2016,Unprovoked,USA,F,adolescente,N,Jan,,
2016,Unprovoked,USA,M,,N,Jan,,
2016,Boating,UNITED ARAB EMIRATES,M,,N,Jan,mako,
2016,Unprovoked,USA,M,mediana edad,N,Jan,tiger,grande
2016,Unprovoked,AUSTRALIA,M,niño,N,Jan,blacktip,
2016,Unprovoked,AUSTRALIA,M,adulto,N,Jan,,grande
2015,Boating,SOUTH AFRICA,M,,N,Dec,white,grande
2015,Unprovoked,SPAIN,F,adulto,N,Dec,,mediano
2015,Unprovoked,USA,M,tercera edad,N,Dec,,mediano
2015,Unprovoked,AUSTRALIA,M,mediana edad,N,Dec,bronze_whaler,mediano
2015,Unprovoked,BRAZIL,M,adulto,N,Dec,tiger,chico
2015,Unprovoked,ARUBA,M,mediana edad,Y,Dec,,
2015,Boating,AUSTRALIA,,,N,Dec,white,grande
2015,Unprovoked,BAHAMAS,M,adulto,N,Dec,bull,
2015,Unprovoked,SOUTH AFRICA,F,joven,N,Dec,,
2015,Unprovoked,ECUADOR,M,mediana edad,N,Nov,,
2015,Unprovoked,USA,M,,N,Nov,,
2015,Unprovoked,USA,F,,N,Nov,,
2015,Unprovoked,USA,M,adulto,N,Nov,spinner,mediano
2015,Unprovoked,AUSTRALIA,M,joven,N,Nov,bull,grande
2015,Invalid,USA,F,niño,N,Dec,,
2015,Unprovoked,USA,M,mediana edad,N,Nov,,
2015,Unprovoked,USA,F,adulto,N,Nov,,chico
2015,Unprovoked,MOZAMBIQUE,M,joven,,Nov,,
2015,Unprovoked,AUSTRALIA,M,mediana edad,N,Oct,,
2015,Unprovoked,USA,M,niño,N,Oct,,
2015,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Oct,white,grande
2015,Unprovoked,USA,M,joven,N,Oct,,chico
2015,Unprovoked,USA,M,joven,N,Oct,spinner,chico
2015,Unprovoked,MOZAMBIQUE,F,adulto,Y,Oct,,
2015,Invalid,USA,M,adulto,N,Oct,,
2015,Unprovoked,USA,M,mediana edad,N,Oct,tiger,mediano
2015,Boating,USA,M,,N,Oct,,
2015,Unprovoked,USA,F,niño,N,Oct,,
2015,Unprovoked,USA,M,adulto,N,Oct,tiger,grande
2015,Unprovoked,MOZAMBIQUE,M,,N,Oct,,
2015,Unprovoked,AUSTRALIA,M,joven,N,Oct,,
2015,Unprovoked,USA,M,joven,N,Oct,,
2015,Unprovoked,USA,M,adolescente,N,Oct,,chico
2015,Unprovoked,USA,M,adolescente,N,Oct,blacktip,chico
2015,Unprovoked,USA,M,joven,N,Sep,blacktip,chico
2015,Unprovoked,AUSTRALIA,F,niño,N,Sep,,
2015,Unprovoked,USA,M,,N,Sep,white,grande
2015,Unprovoked,USA,M,adolescente,N,Sep,,
2015,Unprovoked,USA,M,adulto,N,Sep,tiger,grande
2015,Unprovoked,USA,M,adolescente,N,Sep,,chico
2015,Unprovoked,USA,M,adolescente,N,Sep,,
2015,Unprovoked,USA,M,,N,Sep,,
2015,Unprovoked,USA,M,joven,N,Sep,,
2015,Unprovoked,AUSTRALIA,M,mediana edad,N,Sep,,mediano
2015,Unprovoked,USA,F,mediana edad,N,Sep,white,grande
2015,Provoked,USA,M,adulto,N,Sep,hammerhead,
2015,Unprovoked,AUSTRALIA,M,mediana edad,N,Sep,white,mediano
2015,Unprovoked,USA,M,,N,Sep,,chico
2015,Unprovoked,THAILAND,F,adulto,N,Sep,,
2015,Unprovoked,FIJI,M,,N,Sep,tiger,
2015,Unprovoked,USA,F,mediana edad,N,Aug,white,grande
2015,Unprovoked,USA,M,joven,N,Aug,white,grande
2015,Invalid,USA,M,,N,Aug,,
2015,Unprovoked,AUSTRALIA,M,adulto,N,Aug,,
2015,Unprovoked,USA,M,adolescente,N,Aug,,chico
2015,Unprovoked,USA,F,niño,N,Aug,,chico
2015,Unprovoked,USA,M,joven,N,Aug,white,grande
2015,Invalid,SPAIN,M,niño,N,Aug,,
2015,Provoked,USA,M,mediana edad,N,Aug,hammerhead,mediano
2015,Unprovoked,AUSTRALIA,M,mediana edad,N,Jul,white,
2015,Unprovoked,USA,M,adulto,N,Jul,,chico
2015,Invalid,USA,F,adulto,N,Jul,,chico
2015,Unprovoked,AUSTRALIA,M,mediana edad,Y,Jul,white,
2015,Provoked,USA,M,adulto,N,Jul,,
2015,Unprovoked,AUSTRALIA,M,,N,Jul,bronze_whaler,chico
2015,Unprovoked,REUNION,M,mediana edad,N,Jul,bull,mediano
2015,Unprovoked,SOUTH AFRICA,M,adulto,N,Jul,white,
2015,Unprovoked,USA,M,adulto,N,Jul,white,mediano
2015,Invalid,USA,M,adulto,N,Jul,,
2015,Invalid,FRENCH POLYNESIA,M,,N,Jul,,
2015,Unprovoked,BAHAMAS,F,joven,N,Jul,,mediano
2015,Unprovoked,USA,M,adulto,N,Jul,,
2015,Unprovoked,AUSTRALIA,M,mediana edad,N,Jul,white,
2015,Unprovoked,AUSTRALIA,M,adulto,N,Jul,white,
2015,Unprovoked,USA,M,tercera edad,N,Jul,,mediano
2015,Unprovoked,AUSTRALIA,M,,N,Jun,,
2015,Unprovoked,USA,M,adolescente,N,Jun,,chico
2015,Unprovoked,USA,M,joven,N,Jun,bull,
2015,Unprovoked,SOUTH AFRICA,M,joven,N,Jun,white,
2015,Invalid,USA,F,,N,Jun,,
2015,Unprovoked,SOUTH AFRICA,M,joven,N,Jun,white,mediano
2015,Unprovoked,USA,M,mediana edad,N,Jun,,chico
2015,Provoked,AUSTRALIA,M,joven,N,Jun,wobbegong,
2015,Unprovoked,USA,M,mediana edad,N,Jun,,
2015,Unprovoked,USA,M,niño,N,Jun,sandtiger,
2015,Invalid,AUSTRALIA,F,adulto,N,Jun,,
2015,Unprovoked,USA,M,niño,N,Jun,,
2015,Unprovoked,PUERTO RICO,M,adulto,N,Jun,,
2015,Unprovoked,USA,M,niño,N,Jun,,
2015,Unprovoked,USA,M,adolescente,N,Jun,bull,
2015,Unprovoked,USA,F,adolescente,N,Jun,bull,
2015,Unprovoked,USA,F,,N,Jun,mako,
2015,Unprovoked,USA,F,adolescente,N,Jun,,chico
2015,Unprovoked,USA,M,niño,N,Jun,bull,chico
2015,Unprovoked,USA,F,adolescente,N,Jun,,
2015,Unprovoked,REUNION,M,mediana edad,N,Jun,bull,mediano
2015,Unprovoked,USA,F,adolescente,N,May,,
2015,Unprovoked,USA,F,joven,N,May,,
2015,Unprovoked,FRENCH POLYNESIA,M,joven,N,May,,chico
2015,Unprovoked,USA,M,joven,N,May,,chico
2015,Unprovoked,USA,F,adolescente,N,May,,
2015,Unprovoked,NEW CALEDONIA,M,mediana edad,Y,May,bull,grande
2015,Unprovoked,USA,M,adulto,N,May,,mediano
2015,Unprovoked,USA,M,,N,May,,
2015,Unprovoked,AUSTRALIA,M,,N,May,white,
2015,Unprovoked,SOUTH AFRICA,M,adulto,N,May,white,grande
2015,Unprovoked,USA,F,tercera edad,Y,Apr,,
2015,Unprovoked,USA,M,mediana edad,N,Apr,,chico
2015,Unprovoked,AUSTRALIA,M,adulto,N,Apr,white,grande
2015,Unprovoked,AUSTRALIA,M,tercera edad,N,Apr,white,grande
2015,Unprovoked,USA,M,mediana edad,N,Apr,blue,mediano
2015,Unprovoked,REUNION,M,adolescente,Y,Apr,bull,
2015,Unprovoked,AUSTRALIA,M,,N,Apr,,
2015,Unprovoked,USA,M,tercera edad,N,Apr,bull,
2015,Invalid,BRAZIL,M,joven,N,Mar,,
2015,Invalid,ITALY,M,mediana edad,Y,Mar,,
2015,Boating,SOUTH AFRICA,M,adulto,N,Mar,white,grande
2015,Unprovoked,EGYPT,M,mediana edad,Y,Mar,mako,
2015,Unprovoked,USA,M,mediana edad,N,Mar,tiger,mediano
2015,Unprovoked,FRENCH POLYNESIA,M,niño,N,Mar,blacktip,
2015,Boating,AUSTRALIA,M,,N,Mar,,
2015,Provoked,MEXICO,M,adulto,N,Mar,,
2015,Unprovoked,FRENCH POLYNESIA,M,,N,Mar,,
2015,Boating,ATLANTIC OCEAN,,,N,Feb,white,
2015,Unprovoked,REUNION,F,joven,Y,Feb,tiger,grande
2015,Unprovoked,AUSTRALIA,M,mediana edad,Y,Feb,,grande
2015,Unprovoked,AUSTRALIA,M,adulto,N,Feb,,mediano
2015,Unprovoked,AUSTRALIA,M,,N,Feb,,mediano
2015,Boating,AUSTRALIA,M,mediana edad,N,Jan,bull,chico
2015,Provoked,USA,M,joven,N,Jan,,chico
2015,Unprovoked,AUSTRALIA,M,,N,Jan,,
2015,Boating,USA,M,,N,Jan,white,
2015,Invalid,AUSTRALIA,F,,N,Jan,,
2015,Boating,AUSTRALIA,M,,N,Jan,,grande
2015,Unprovoked,AUSTRALIA,M,adolescente,N,Jan,,chico
2015,Invalid,USA,M,adulto,N,Jan,,
2015,Unprovoked,BAHAMAS,F,adulto,N,Jan,,
2015,Unprovoked,SOUTH AFRICA,M,adolescente,N,Jan,raggedoth,chico
2015,Unprovoked,USA,M,adolescente,N,Jan,,
2014,Unprovoked,AUSTRALIA,M,adolescente,Y,Dec,white,grande
2014,Unprovoked,AUSTRALIA,,,N,Dec,,mediano
2014,Sea Disaster,GREECE,,,N,Dec,,
2014,Invalid,SOUTH AFRICA,,,N,Dec,,
2014,Unprovoked,USA,M,mediana edad,N,Dec,white,mediano
2014,Provoked,AUSTRALIA,M,,N,Dec,,chico
2014,Unprovoked,JAPAN,M,,N,Dec,,
2014,Unprovoked,AUSTRALIA,M,adolescente,Y,Dec,,
2014,Provoked,SPAIN,M,,N,Dec,,
2014,Unprovoked,AUSTRALIA,M,adolescente,N,Nov,,
2014,Provoked,MAURITIUS,M,adulto,Y,Nov,,
2014,Boating,AUSTRALIA,M,,N,Nov,white,
2014,Boating,USA,,,N,Nov,white,
2014,Unprovoked,USA,M,mediana edad,N,Nov,,chico
2014,Unprovoked,AUSTRALIA,M,,N,Nov,,
2014,Unprovoked,USA,M,mediana edad,N,Nov,,chico
2014,Unprovoked,USA,M,joven,N,Nov,,
2014,Unprovoked,USA,F,adulto,N,Oct,tiger,grande
2014,Provoked,AUSTRALIA,M,joven,N,Oct,,
2014,Unprovoked,USA,F,,N,Oct,tiger,
2014,Unprovoked,USA,M,,N,Oct,,
2014,Boating,USA,F,,N,Oct,,
2014,Unprovoked,USA,M,,N,Oct,,grande
2014,Unprovoked,AUSTRALIA,F,adolescente,N,Oct,,chico
2014,Unprovoked,USA,F,niño,N,Oct,bull,chico
2014,Unprovoked,USA,F,,N,Oct,,
2014,Boating,AUSTRALIA,M,,N,Oct,,
2014,Unprovoked,USA,F,mediana edad,N,Oct,,
2014,Unprovoked,USA,M,adulto,N,Oct,blacktip,
2014,Unprovoked,USA,M,adolescente,N,Oct,blacktip,
2014,Boating,USA,M,,N,Oct,white,grande
2014,Boating,USA,M,,N,Oct,white,
2014,Unprovoked,USA,M,adulto,N,Oct,,mediano
2014,Unprovoked,AUSTRALIA,M,joven,N,Oct,,grande
2014,Unprovoked,USA,M,,N,Sep,,
2014,Unprovoked,FRENCH POLYNESIA,F,adulto,N,Sep,blacktip,
2014,Invalid,USA,M,,N,Sep,,
2014,Unprovoked,AUSTRALIA,M,mediana edad,Y,Sep,,mediano
2014,Unprovoked,USA,M,mediana edad,N,Sep,bull,
2014,Unprovoked,USA,F,,N,Sep,white,grande
2014,Provoked,USA,M,mediana edad,N,Sep,,chico
2014,Unprovoked,SPAIN,M,adolescente,N,Sep,,
2014,Unprovoked,USA,F,adolescente,N,Aug,spinner,
2014,Unprovoked,USA,M,adolescente,N,Aug,,
2014,Invalid,USA,,,N,Aug,,
2014,Provoked,USA,M,adulto,N,Aug,,
2014,Unprovoked,SPAIN,F,,N,Aug,,
2014,Unprovoked,USA,M,adulto,N,Aug,,chico
2014,Unprovoked,USA,F,,N,Aug,,
2014,Provoked,USA,M,,N,Aug,bull,chico
2014,Unprovoked,USA,,,N,Aug,,chico
2014,Unprovoked,AUSTRALIA,M,adulto,N,Aug,reef,
2014,Unprovoked,USA,M,,N,Aug,bull,mediano
2014,Unprovoked,USA,M,adulto,N,Aug,,
2014,Unprovoked,BAHAMAS,M,,N,Aug,bull,mediano
2014,Unprovoked,USA,F,niño,N,Aug,,
2014,Unprovoked,USA,M,niño,N,Aug,bull,chico
2014,Unprovoked,USA,M,niño,N,Aug,,chico
2014,Unprovoked,USA,F,mediana edad,N,Aug,,
2014,Unprovoked,USA,M,,N,Aug,,
2014,Unprovoked,USA,M,niño,N,Aug,,
2014,Unprovoked,SOUTH AFRICA,M,joven,N,Aug,white,
2014,Invalid,,M,,Y,Aug,,
2014,Unprovoked,USA,M,,N,Jul,,
2014,Unprovoked,REUNION,M,mediana edad,N,Jul,,mediano
2014,Unprovoked,USA,M,niño,N,Jul,,
2014,Unprovoked,SPAIN,,,N,Jul,,
2014,Unprovoked,USA,M,mediana edad,N,Jul,,mediano
2014,Unprovoked,USA,M,adulto,N,Jul,,chico
2014,Invalid,BAHAMAS,M,mediana edad,Y,Jul,,
2014,Unprovoked,USA,M,,N,Jul,,
2014,Unprovoked,USA,M,adolescente,N,Jul,,
2014,Provoked,USA,M,,N,Jul,white,mediano
2014,Unprovoked,USA,M,,N,Jul,,
2014,Unprovoked,USA,M,joven,N,Jul,,chico
2014,Boating,ST. MARTIN,M,mediana edad,N,Jun,,
2014,Unprovoked,BAHAMAS,M,mediana edad,N,Jun,,mediano
2014,Unprovoked,AUSTRALIA,M,,N,Jun,,
2014,Unprovoked,AUSTRALIA,M,adolescente,N,Jun,,
2016,Unprovoked,AUSTRALIA,M,,N,Jan,wobbegong,
2014,Provoked,AUSTRALIA,M,,N,Jun,lemon,grande
2014,Unprovoked,BRAZIL,M,mediana edad,N,Jun,,
2014,Unprovoked,USA,M,adolescente,N,Jun,,chico
2014,Unprovoked,AUSTRALIA,M,adulto,N,Jun,bronze_whaler,chico
2014,Unprovoked,JAPAN,M,mediana edad,N,Jun,,
2014,Unprovoked,USA,F,adolescente,N,Jun,,
2014,Unprovoked,USA,F,joven,N,Jun,bull,
2014,Unprovoked,AUSTRALIA,M,,N,Jun,,
2014,Unprovoked,USA,F,adulto,N,Jun,,
2014,Unprovoked,AUSTRALIA,F,adulto,N,May,bull,chico
2014,Unprovoked,FRANCE,M,,N,May,,grande
2014,Provoked,AUSTRALIA,M,niño,N,May,,chico
2014,Unprovoked,USA,F,adulto,N,May,,
2014,Unprovoked,AUSTRALIA,M,adulto,N,May,white,grande
2014,Unprovoked,USA,F,mediana edad,N,May,,
2014,Unprovoked,USA,M,adolescente,N,May,,
2014,Invalid,USA,M,,N,May,,
2014,Unprovoked,USA,F,mediana edad,N,May,,chico
2014,Unprovoked,USA,M,joven,N,May,,chico
2014,Unprovoked,AUSTRALIA,M,,N,Apr,,
2014,Unprovoked,USA,M,mediana edad,N,Apr,,
2014,Boating,SOUTH AFRICA,,,N,Apr,white,
2014,Unprovoked,USA,M,adulto,N,Apr,,
2014,Provoked,SOUTH AFRICA,M,,N,Apr,raggedoth,mediano
2014,Unprovoked,USA,M,,N,Apr,,
2014,Unprovoked,USA,M,,N,Apr,,
2014,Unprovoked,AUSTRALIA,F,mediana edad,Y,Apr,white,grande
2014,Invalid,AUSTRALIA,M,adulto,Y,Mar,,
2014,Unprovoked,SOUTH AFRICA,M,tercera edad,Y,Mar,,mediano
2014,Unprovoked,USA,M,,N,Mar,,chico
2014,Unprovoked,USA,M,niño,N,Mar,,
2014,Unprovoked,NEW CALEDONIA,M,mediana edad,N,Mar,,
2014,Unprovoked,AUSTRALIA,M,mediana edad,N,Mar,,
2014,Invalid,AUSTRALIA,F,niño,N,Mar,,
2014,Invalid,CAYMAN ISLANDS,M,,N,Mar,,
2014,Unprovoked,AUSTRALIA,M,,N,Mar,wobbegong,
2014,Unprovoked,USA,M,joven,N,Mar,,
2014,Unprovoked,FRENCH POLYNESIA,M,joven,N,Feb,,
2014,Boating,PAPUA NEW GUINEA,M,joven,N,Feb,,
2014,Unprovoked,AUSTRALIA,M,adulto,Y,Feb,,
2014,Provoked,TRINIDAD & TOBAGO,M,,N,Feb,,
2014,Unprovoked,NEW ZEALAND,M,adulto,N,Feb,,
2014,Provoked,AUSTRALIA,M,,N,Jan,,chico
2014,Unprovoked,NEW ZEALAND,M,joven,N,Jan,,
2014,Sea Disaster,JAPAN,M,adulto,N,Jan,,
2014,Boating,NEW ZEALAND,,,N,,white,grande
2013,Unprovoked,NEW CALEDONIA,M,adulto,N,Dec,,
2013,Unprovoked,SOUTH AFRICA,M,joven,N,Dec,white,grande
2013,Unprovoked,KIRIBATI,M,adulto,N,Dec,,
2013,Unprovoked,USA,M,adulto,N,Dec,tiger,grande
2013,Unprovoked,USA,M,adulto,N,Dec,,chico
2013,Unprovoked,AUSTRALIA,M,adulto,N,Dec,wobbegong,mediano
2013,Unprovoked,USA,M,mediana edad,Y,Dec,,
2013,Unprovoked,AUSTRALIA,M,joven,Y,Nov,tiger,grande
2013,Unprovoked,USA,F,mediana edad,N,Nov,,
2013,Unprovoked,AUSTRALIA,M,adulto,Y,Nov,,
2013,Unprovoked,USA,M,adulto,N,Nov,,
2013,Unprovoked,AUSTRALIA,M,,N,Nov,,
2013,Provoked,BAHAMAS,M,tercera edad,N,Nov,,
2013,Unprovoked,USA,M,adolescente,N,Nov,,
2013,Unprovoked,USA,M,,N,Nov,,
2013,Unprovoked,USA,M,mediana edad,N,Oct,tiger,
2013,Unprovoked,AUSTRALIA,F,mediana edad,N,Oct,,chico
2013,Unprovoked,REUNION,M,joven,N,Oct,,
2013,Unprovoked,AUSTRALIA,M,,N,Oct,,grande
2013,Unprovoked,AUSTRALIA,M,mediana edad,N,Oct,wobbegong,
2013,Unprovoked,USA,M,mediana edad,N,Oct,,chico
2013,Unprovoked,USA,M,adulto,N,Oct,tiger,
2013,Unprovoked,USA,M,niño,N,Oct,,
2013,Unprovoked,SOUTH AFRICA,M,tercera edad,Y,Oct,white,
2013,Unprovoked,AUSTRALIA,M,mediana edad,N,Oct,white,
2013,Unprovoked,USA,M,mediana edad,N,Oct,white,mediano
2013,Unprovoked,USA,M,adolescente,N,Oct,,
2013,Unprovoked,USA,M,mediana edad,N,Sep,,
2013,Provoked,ISRAEL,M,adulto,N,Sep,,
2013,Unprovoked,USA,M,niño,N,Sep,,
2013,Unprovoked,USA,M,mediana edad,N,Sep,,
2013,Unprovoked,USA,M,,N,Sep,,
2013,Unprovoked,USA,M,joven,N,Sep,bull,
2013,Unprovoked,USA,F,adolescente,N,Sep,,chico
2013,Unprovoked,USA,F,,,Sep,,
2013,Provoked,USA,M,mediana edad,N,Sep,,chico
2013,Unprovoked,USA,M,adulto,N,Sep,,chico
2013,Unprovoked,USA,M,adolescente,N,Sep,,
2013,Provoked,USA,M,niño,N,Sep,nurse,
2013,Unprovoked,BAHAMAS,M,,N,Sep,,
2013,Unprovoked,USA,M,niño,N,Sep,,chico
2013,Unprovoked,BAHAMAS,M,,N,Aug,blacktip,
2013,Unprovoked,USA,M,,N,Aug,,
2013,Invalid,USA,F,mediana edad,N,Aug,,
2013,Provoked,FRANCE,M,mediana edad,N,Aug,mako,chico
2013,Unprovoked,USA,F,niño,N,Aug,,
2013,Unprovoked,AUSTRALIA,M,,N,Aug,,
2013,Unprovoked,USA,M,adolescente,N,Aug,,
2013,Unprovoked,USA,F,,N,Aug,white,
2013,Unprovoked,USA,F,joven,Y,Aug,,
2013,Unprovoked,USA,F,joven,N,Aug,,
2013,Unprovoked,USA,M,niño,N,Aug,bull,mediano
2013,Unprovoked,SOUTH AFRICA,M,,N,Aug,blacktip,
2013,Unprovoked,USA,M,adolescente,N,Aug,bull,mediano
2013,Unprovoked,USA,F,mediana edad,N,Jul,,
2013,Unprovoked,USA,M,adulto,N,Jul,,
2013,Unprovoked,BAHAMAS,M,mediana edad,N,Jul,,mediano
2013,Unprovoked,MEXICO,F,,N,Jul,,
2013,Unprovoked,USA,M,joven,N,Jul,tiger,mediano
2013,Unprovoked,BAHAMAS,M,mediana edad,N,Jul,nurse,
2013,Unprovoked,BAHAMAS,M,mediana edad,N,Jul,,
2013,Unprovoked,BRAZIL,F,joven,Y,Jul,,
2013,Unprovoked,USA,F,mediana edad,N,Jul,,
2013,Unprovoked,USA,M,,N,Jul,,
2013,Unprovoked,REUNION,F,adolescente,Y,Jul,,
2013,Unprovoked,DIEGO GARCIA,M,adulto,Y,Jul,,
2013,Unprovoked,USA,F,mediana edad,N,Jul,,
2013,Invalid,SPAIN,M,mediana edad,N,Jul,,
2013,Unprovoked,AUSTRALIA,M,adulto,N,Jul,,
2013,Unprovoked,TAIWAN,M,,N,Jun,,
2013,Invalid,JAMAICA,M,joven,Y,Jun,,
2013,Unprovoked,USA,M,,N,Jun,white,
2013,Unprovoked,USA,M,,N,Jun,,chico
2013,Unprovoked,USA,M,adolescente,N,Jun,,chico
2013,Unprovoked,USA,M,adulto,N,Jun,tiger,grande
2013,Unprovoked,USA,M,adolescente,N,Jun,,
2013,Unprovoked,SOUTH AFRICA,M,,N,Jun,,
2013,Unprovoked,USA,F,,N,Jun,,
2013,Unprovoked,USA,F,niño,N,Jun,,chico
2013,Provoked,USA,M,mediana edad,N,Jun,lemon,chico
2013,Unprovoked,AUSTRALIA,M,,N,Jun,,mediano
2013,Unprovoked,USA,M,adulto,N,May,,
2013,Unprovoked,USA,M,niño,N,May,,
2013,Unprovoked,BRAZIL,M,mediana edad,Y,May,,
2013,Provoked,PALESTINIAN TERRITORIES,M,adulto,N,May,,
2013,Unprovoked,ECUADOR,M,adulto,N,May,,
2013,Invalid,USA,M,mediana edad,Y,May,,
2013,Unprovoked,REUNION,M,adulto,Y,May,bull,
2013,Unprovoked,USA,M,adolescente,N,May,,
2013,Provoked,AUSTRALIA,M,,N,Apr,wobbegong,mediano
2013,Unprovoked,MEXICO,F,adulto,N,Apr,tiger,
2013,Unprovoked,AUSTRALIA,M,mediana edad,N,Apr,,grande
2013,Unprovoked,USA,M,niño,N,Apr,,chico
2013,Unprovoked,SOUTH AFRICA,M,,N,Apr,blue,
2013,Unprovoked,USA,M,joven,N,Apr,bull,
2013,Unprovoked,GUAM,M,mediana edad,Y,Apr,,
2013,Unprovoked,FRENCH POLYNESIA,M,mediana edad,N,Apr,,
2013,Unprovoked,USA,M,mediana edad,N,Apr,,
2013,Invalid,AUSTRALIA,M,joven,Y,Apr,,
2013,Unprovoked,USA,M,mediana edad,N,Apr,,chico
2013,Invalid,AUSTRALIA,M,mediana edad,N,Mar,,
2013,Unprovoked,SEYCHELLES,M,adulto,N,Mar,,
2013,Unprovoked,BELIZE,F,,N,Mar,nurse,
2013,Unprovoked,BAHAMAS,M,mediana edad,N,Mar,,
2013,Provoked,SOUTH AFRICA,M,adulto,N,Mar,raggedoth,chico
2013,Unprovoked,SOUTH AFRICA,M,,N,Mar,,
2013,Unprovoked,JAMAICA,M,tercera edad,Y,Mar,tiger,grande
2013,Unprovoked,AUSTRALIA,M,adulto,N,Mar,bronze_whaler,mediano
2013,Unprovoked,PHILIPPINES,M,,N,Mar,,
2013,Unprovoked,SOUTH AFRICA,M,adulto,N,Mar,,
2013,Unprovoked,NEW ZEALAND,M,mediana edad,Y,Feb,white,grande
2013,Unprovoked,USA,,,N,Feb,,
2013,Unprovoked,USA,M,,N,Feb,,
2013,Unprovoked,USA,M,adolescente,N,Feb,blacktip,chico
2013,Unprovoked,FRENCH POLYNESIA,M,mediana edad,N,Feb,lemon,
2013,Unprovoked,JAMAICA,M,joven,N,Feb,,
2013,Boating,AUSTRALIA,M,,N,Jan,white,grande
2013,Unprovoked,AUSTRALIA,M,,N,Jan,,
2013,Invalid,AUSTRALIA,M,mediana edad,N,Jan,,
2013,Unprovoked,USA,M,mediana edad,N,Jan,tiger,grande
2013,Unprovoked,NEW ZEALAND,M,,N,Jan,bronze_whaler,grande
2013,Unprovoked,AUSTRALIA,M,adulto,N,Jan,,
2012,Unprovoked,USA,M,,N,Dec,,
2012,Unprovoked,AUSTRALIA,M,joven,N,Dec,,mediano
2012,Unprovoked,AUSTRALIA,M,adulto,N,Dec,bull,mediano
2012,Unprovoked,SOUTH AFRICA,M,joven,Y,Dec,tiger,
2012,Unprovoked,AUSTRALIA,M,adulto,N,Dec,tiger,mediano
2012,Unprovoked,USA,M,mediana edad,N,Dec,,grande
2012,Unprovoked,AUSTRALIA,M,adulto,N,Dec,sandtiger,
2012,Unprovoked,NEW ZEALAND,F,adulto,N,Dec,,
2012,Unprovoked,USA,M,mediana edad,N,Nov,tiger,grande
2012,Invalid,AUSTRALIA,M,joven,N,Nov,,
2012,Unprovoked,MEXICO,M,adulto,Y,Nov,,mediano
2012,Unprovoked,USA,M,adolescente,N,Nov,,chico
2012,Unprovoked,USA,M,adulto,N,Nov,tiger,grande
2012,Unprovoked,USA,M,mediana edad,N,Nov,tiger,mediano
2012,Unprovoked,USA,M,adulto,N,Oct,white,
2012,Unprovoked,USA,F,mediana edad,N,Oct,tiger,grande
2012,Unprovoked,USA,M,adulto,Y,Oct,white,grande
2012,Unprovoked,USA,F,adulto,N,Oct,,
2012,Unprovoked,USA,M,joven,N,Oct,,
2012,Unprovoked,USA,M,mediana edad,N,Oct,,mediano
2012,Invalid,USA,M,,N,Oct,,
2012,Unprovoked,NIGERIA,F,adulto,N,Oct,,
2012,Unprovoked,USA,M,mediana edad,N,Oct,,
2012,Unprovoked,AUSTRALIA,M,niño,N,Oct,,mediano
2012,Unprovoked,USA,M,joven,N,Sep,,chico
2012,Unprovoked,USA,M,mediana edad,N,Sep,,
2012,Unprovoked,USA,M,joven,N,Sep,,chico
2012,Unprovoked,TONGA,F,adulto,N,Sep,,grande
2012,Unprovoked,USA,M,adulto,N,Sep,,
2012,Unprovoked,USA,M,,N,Sep,,
2012,Unprovoked,USA,M,,N,Sep,,
2012,Unprovoked,USA,M,adulto,N,Sep,,
2012,Unprovoked,USA,M,adulto,N,Sep,,
2012,Unprovoked,USA,F,niño,N,Sep,,chico
2012,Provoked,USA,,,N,Sep,tiger,grande
2012,Unprovoked,USA,F,mediana edad,N,Sep,,chico
2012,Provoked,SCOTLAND,M,mediana edad,N,Aug,,mediano
2012,Unprovoked,AUSTRALIA,M,adulto,N,Aug,,
2012,Unprovoked,BRAZIL,M,joven,Y,Aug,,
2012,Unprovoked,USA,M,adulto,N,Aug,,
2012,Boating,AUSTRALIA,,,N,Aug,,grande
2012,Unprovoked,USA,M,mediana edad,N,Aug,lemon,chico
2012,Unprovoked,REUNION,M,adulto,N,Aug,bull,
2012,Unprovoked,FRENCH POLYNESIA,M,,N,Aug,lemon,mediano
2012,Unprovoked,USA,M,adolescente,N,Jul,,
2012,Unprovoked,AUSTRALIA,M,mediana edad,N,Jul,,
2012,Unprovoked,USA,M,mediana edad,N,Jul,,
2012,Unprovoked,USA,M,mediana edad,N,Jul,,
2012,Invalid,USA,M,adolescente,N,Jul,,
